keyword,time_series,graph
prose poem,"37.0,46.0,52.0,47.0,57.0,71.0,33.0,87.0,55.0,65.0,54.0,69.0,43.0,63.0,28.0,70.0,52.0,60.0,17.0,27.0,51.0,61.0,50.0,65.0,52.0,61.0,56.0,89.0,66.0,60.0,65.0,58.0,82.0,56.0,68.0,67.0,72.0,50.0,54.0,63.0,68.0,48.0,50.0,50.0,37.0,42.0,34.0,24.0,32.0,36.0,34.0,25.0,31.0,42.0,28.0,43.0,71.0,65.0,53.0,64.0,63.0,34.0,48.0,62.0,58.0,48.0,47.0,72.0,81.0,44.0,44.0,19.0,43.0,85.0,59.0,69.0,100.0,75.0,44.0,67.0,61.0,63.0,43.0,79.0,52.0,48.0,63.0,73.0,52.0,59.0,67.0,53.0,36.0,50.0,31.0,53.0,37.0,34.0,18.0,50.0,29.0,45.0,35.0,26.0,42.0,35.0,30.0,30.0,53.0,36.0,57.0,53.0,57.0,42.0,42.0,50.0,74.0,61.0,45.0,63.0,49.0,72.0,45.0,34.0,32.0,38.0,69.0,57.0,57.0,59.0,56.0,65.0,74.0,45.0,53.0,67.0,45.0,69.0,63.0,50.0,77.0,48.0,60.0,52.0,34.0,48.0,48.0,48.0,55.0,39.0,26.0,34.0,29.0,32.0,26.0,35.0,26.0,44.0,55.0,43.0,46.0,56.0,54.0,45.0,65.0,67.0,35.0,67.0,36.0,58.0,47.0,50.0,56.0,53.0,36.0,15.0,36.0,55.0,58.0,53.0,46.0,62.0,41.0,57.0,66.0,57.0,72.0,33.0,52.0,44.0,63.0,52.0,59.0,62.0,56.0,56.0,57.0,34.0,47.0,40.0,61.0,44.0,52.0,34.0,48.0,38.0,32.0,26.0,31.0,27.0,45.0,46.0,58.0,69.0,72.0,60.0,55.0,58.0,64.0,54.0,53.0,74.0,63.0,37.0,85.0,70.0,51.0,25.0,26.0,44.0,67.0,64.0,63.0,46.0,63.0,66.0,77.0,69.0,70.0,40.0,31.0,68.0,79.0,66.0,77.0,77.0,58.0,62.0,46.0,55.0,43.0,45.0,38.0,47.0,29.0,28.0,44.0,44.0,37.0,40.0",
mesencephalon,"36.0,32.0,54.0,41.0,53.0,60.0,46.0,77.0,52.0,61.0,45.0,82.0,73.0,55.0,55.0,39.0,74.0,69.0,52.0,31.0,65.0,54.0,48.0,54.0,54.0,54.0,35.0,53.0,50.0,44.0,75.0,65.0,38.0,82.0,51.0,54.0,63.0,81.0,41.0,35.0,38.0,62.0,42.0,42.0,66.0,30.0,59.0,20.0,48.0,41.0,28.0,43.0,40.0,24.0,57.0,37.0,27.0,52.0,49.0,54.0,56.0,45.0,39.0,97.0,47.0,67.0,44.0,46.0,72.0,68.0,72.0,30.0,44.0,48.0,33.0,56.0,73.0,47.0,50.0,45.0,57.0,46.0,49.0,50.0,62.0,44.0,73.0,62.0,84.0,65.0,44.0,65.0,25.0,48.0,34.0,53.0,34.0,42.0,32.0,22.0,38.0,28.0,34.0,40.0,37.0,30.0,27.0,79.0,42.0,33.0,66.0,41.0,53.0,51.0,56.0,59.0,76.0,100.0,43.0,52.0,87.0,66.0,51.0,19.0,69.0,68.0,50.0,58.0,89.0,78.0,65.0,67.0,63.0,74.0,50.0,80.0,69.0,71.0,92.0,93.0,75.0,56.0,48.0,51.0,57.0,39.0,42.0,57.0,42.0,44.0,42.0,25.0,46.0,26.0,28.0,33.0,45.0,34.0,31.0,33.0,30.0,70.0,60.0,60.0,83.0,61.0,58.0,66.0,43.0,71.0,33.0,65.0,79.0,72.0,37.0,15.0,50.0,41.0,57.0,37.0,75.0,58.0,50.0,37.0,29.0,40.0,56.0,55.0,57.0,54.0,57.0,65.0,69.0,49.0,62.0,43.0,46.0,46.0,61.0,61.0,62.0,56.0,54.0,46.0,38.0,31.0,28.0,55.0,22.0,35.0,29.0,60.0,46.0,64.0,56.0,64.0,28.0,64.0,50.0,79.0,98.0,75.0,86.0,47.0,88.0,79.0,36.0,30.0,64.0,76.0,42.0,73.0,26.0,72.0,67.0,55.0,60.0,69.0,87.0,34.0,39.0,48.0,38.0,61.0,76.0,65.0,71.0,55.0,42.0,31.0,56.0,57.0,54.0,39.0,41.0,47.0,62.0,38.0,31.0,35.0",
malleus,"26.0,28.0,94.0,100.0,37.0,34.0,47.0,41.0,41.0,43.0,43.0,46.0,39.0,35.0,34.0,37.0,60.0,44.0,24.0,36.0,35.0,36.0,32.0,36.0,37.0,31.0,38.0,33.0,33.0,36.0,36.0,31.0,36.0,40.0,36.0,34.0,26.0,38.0,34.0,36.0,27.0,28.0,36.0,34.0,32.0,25.0,23.0,16.0,21.0,23.0,22.0,21.0,24.0,32.0,30.0,34.0,29.0,44.0,32.0,31.0,44.0,40.0,35.0,36.0,39.0,37.0,25.0,38.0,39.0,32.0,24.0,27.0,30.0,24.0,28.0,33.0,32.0,35.0,37.0,42.0,34.0,36.0,35.0,35.0,37.0,35.0,33.0,37.0,32.0,39.0,41.0,25.0,34.0,28.0,32.0,30.0,25.0,30.0,21.0,31.0,23.0,27.0,32.0,26.0,28.0,24.0,28.0,29.0,31.0,35.0,34.0,31.0,43.0,36.0,41.0,41.0,41.0,35.0,28.0,41.0,42.0,28.0,33.0,23.0,31.0,31.0,38.0,37.0,35.0,36.0,32.0,32.0,33.0,34.0,36.0,42.0,30.0,31.0,32.0,35.0,39.0,36.0,38.0,27.0,24.0,28.0,25.0,31.0,23.0,23.0,23.0,27.0,27.0,27.0,29.0,30.0,28.0,20.0,28.0,30.0,32.0,45.0,38.0,32.0,35.0,34.0,39.0,48.0,42.0,34.0,33.0,31.0,35.0,38.0,31.0,29.0,30.0,31.0,44.0,35.0,32.0,37.0,34.0,38.0,41.0,32.0,29.0,38.0,39.0,31.0,38.0,41.0,32.0,38.0,35.0,30.0,30.0,30.0,36.0,29.0,28.0,21.0,21.0,24.0,25.0,30.0,26.0,23.0,32.0,29.0,31.0,29.0,31.0,41.0,37.0,35.0,33.0,31.0,40.0,46.0,39.0,35.0,38.0,36.0,42.0,39.0,38.0,23.0,30.0,30.0,34.0,35.0,36.0,36.0,36.0,29.0,34.0,34.0,36.0,28.0,29.0,37.0,41.0,37.0,39.0,39.0,38.0,38.0,29.0,36.0,40.0,42.0,38.0,35.0,32.0,41.0,39.0,38.0,37.0,39.0",
bellis,"26.0,28.0,34.0,23.0,21.0,20.0,21.0,18.0,21.0,19.0,20.0,19.0,20.0,22.0,27.0,21.0,20.0,23.0,23.0,19.0,21.0,20.0,19.0,20.0,21.0,20.0,21.0,23.0,23.0,27.0,28.0,32.0,28.0,26.0,32.0,29.0,24.0,25.0,34.0,43.0,34.0,29.0,25.0,26.0,29.0,25.0,27.0,23.0,33.0,29.0,23.0,24.0,18.0,23.0,100.0,29.0,29.0,23.0,21.0,19.0,19.0,21.0,21.0,22.0,21.0,19.0,25.0,23.0,20.0,17.0,22.0,18.0,19.0,16.0,22.0,19.0,19.0,22.0,20.0,53.0,26.0,32.0,31.0,28.0,31.0,28.0,29.0,25.0,22.0,34.0,29.0,31.0,24.0,97.0,33.0,28.0,38.0,29.0,82.0,29.0,27.0,25.0,42.0,41.0,27.0,23.0,41.0,22.0,23.0,23.0,19.0,17.0,22.0,18.0,21.0,19.0,19.0,21.0,22.0,21.0,20.0,18.0,21.0,18.0,26.0,30.0,23.0,20.0,25.0,23.0,57.0,37.0,24.0,32.0,31.0,38.0,30.0,26.0,27.0,28.0,23.0,26.0,26.0,24.0,30.0,32.0,27.0,24.0,24.0,22.0,24.0,26.0,24.0,20.0,23.0,20.0,22.0,21.0,24.0,21.0,21.0,19.0,19.0,20.0,20.0,20.0,22.0,23.0,21.0,25.0,21.0,23.0,23.0,24.0,23.0,22.0,20.0,24.0,22.0,23.0,21.0,22.0,24.0,26.0,25.0,25.0,27.0,30.0,30.0,28.0,25.0,25.0,26.0,24.0,26.0,23.0,26.0,26.0,24.0,24.0,26.0,26.0,24.0,24.0,22.0,21.0,24.0,20.0,23.0,23.0,29.0,22.0,23.0,20.0,25.0,22.0,20.0,22.0,20.0,22.0,23.0,28.0,24.0,23.0,24.0,21.0,23.0,23.0,27.0,27.0,25.0,60.0,23.0,21.0,22.0,25.0,22.0,27.0,20.0,22.0,22.0,25.0,32.0,25.0,28.0,23.0,24.0,22.0,25.0,23.0,22.0,26.0,23.0,24.0,27.0,24.0,26.0,25.0,22.0,21.0",
ruder,"25.0,27.0,32.0,34.0,21.0,23.0,22.0,21.0,22.0,26.0,23.0,19.0,21.0,23.0,22.0,20.0,19.0,22.0,19.0,19.0,21.0,19.0,24.0,16.0,21.0,21.0,21.0,22.0,20.0,22.0,23.0,21.0,20.0,25.0,22.0,24.0,21.0,24.0,30.0,23.0,21.0,21.0,21.0,22.0,22.0,25.0,22.0,23.0,22.0,24.0,23.0,45.0,24.0,27.0,29.0,22.0,26.0,27.0,77.0,54.0,20.0,20.0,22.0,23.0,21.0,19.0,19.0,20.0,17.0,20.0,20.0,17.0,19.0,21.0,20.0,17.0,26.0,21.0,21.0,24.0,17.0,19.0,21.0,24.0,24.0,22.0,20.0,23.0,25.0,21.0,18.0,21.0,23.0,22.0,36.0,24.0,27.0,25.0,25.0,25.0,20.0,21.0,22.0,21.0,21.0,21.0,20.0,23.0,23.0,21.0,27.0,25.0,22.0,21.0,22.0,29.0,26.0,22.0,20.0,20.0,19.0,19.0,18.0,19.0,19.0,24.0,17.0,22.0,21.0,18.0,20.0,22.0,19.0,20.0,22.0,20.0,20.0,23.0,21.0,19.0,23.0,21.0,22.0,22.0,24.0,20.0,23.0,21.0,24.0,22.0,20.0,22.0,27.0,21.0,26.0,31.0,24.0,25.0,21.0,29.0,30.0,36.0,100.0,56.0,22.0,22.0,23.0,18.0,20.0,20.0,17.0,19.0,20.0,19.0,20.0,19.0,20.0,20.0,22.0,19.0,17.0,16.0,28.0,22.0,21.0,17.0,23.0,21.0,20.0,22.0,21.0,23.0,18.0,26.0,20.0,21.0,24.0,23.0,27.0,19.0,22.0,23.0,22.0,30.0,28.0,24.0,28.0,24.0,26.0,34.0,48.0,41.0,27.0,23.0,23.0,22.0,20.0,22.0,19.0,21.0,18.0,23.0,28.0,20.0,19.0,19.0,22.0,19.0,17.0,19.0,20.0,21.0,19.0,21.0,19.0,21.0,29.0,26.0,63.0,18.0,20.0,21.0,20.0,24.0,22.0,20.0,20.0,22.0,21.0,22.0,22.0,25.0,24.0,23.0,23.0,24.0,22.0,23.0,24.0,23.0",
rib,"18.0,17.0,19.0,19.0,17.0,16.0,17.0,17.0,17.0,17.0,17.0,17.0,17.0,18.0,22.0,18.0,21.0,30.0,92.0,36.0,20.0,18.0,19.0,19.0,20.0,20.0,20.0,19.0,18.0,18.0,18.0,23.0,23.0,18.0,18.0,18.0,19.0,19.0,18.0,18.0,19.0,20.0,18.0,19.0,19.0,20.0,21.0,18.0,20.0,19.0,19.0,18.0,18.0,18.0,20.0,20.0,18.0,18.0,18.0,18.0,19.0,18.0,18.0,17.0,18.0,20.0,24.0,21.0,22.0,27.0,68.0,70.0,26.0,21.0,21.0,20.0,20.0,20.0,21.0,21.0,20.0,19.0,19.0,19.0,19.0,20.0,25.0,25.0,20.0,20.0,20.0,20.0,21.0,22.0,20.0,21.0,22.0,21.0,23.0,20.0,21.0,21.0,20.0,20.0,20.0,20.0,21.0,21.0,19.0,19.0,19.0,20.0,20.0,19.0,20.0,20.0,21.0,21.0,27.0,21.0,24.0,29.0,56.0,90.0,33.0,22.0,22.0,21.0,21.0,21.0,23.0,20.0,20.0,20.0,20.0,20.0,25.0,27.0,20.0,20.0,20.0,20.0,20.0,21.0,21.0,22.0,21.0,21.0,21.0,20.0,23.0,20.0,21.0,21.0,21.0,21.0,20.0,20.0,21.0,22.0,19.0,19.0,19.0,20.0,20.0,20.0,19.0,20.0,20.0,22.0,27.0,22.0,24.0,28.0,46.0,97.0,35.0,22.0,22.0,21.0,21.0,21.0,22.0,21.0,21.0,20.0,20.0,20.0,20.0,20.0,20.0,25.0,25.0,20.0,20.0,21.0,21.0,22.0,20.0,21.0,21.0,20.0,23.0,21.0,21.0,21.0,21.0,21.0,21.0,20.0,22.0,21.0,20.0,20.0,19.0,20.0,21.0,21.0,20.0,20.0,21.0,21.0,23.0,28.0,23.0,26.0,39.0,100.0,36.0,22.0,21.0,21.0,21.0,21.0,23.0,22.0,20.0,20.0,19.0,17.0,19.0,20.0,26.0,29.0,23.0,23.0,23.0,23.0,23.0,24.0,21.0,21.0,23.0,24.0,24.0,22.0,22.0,24.0,23.0,22.0",
comanches,"17.0,72.0,45.0,94.0,44.0,86.0,94.0,91.0,85.0,100.0,62.0,62.0,43.0,50.0,28.0,61.0,41.0,45.0,46.0,70.0,60.0,48.0,46.0,39.0,19.0,62.0,45.0,32.0,63.0,48.0,32.0,60.0,52.0,52.0,55.0,39.0,64.0,46.0,58.0,62.0,39.0,50.0,26.0,59.0,34.0,44.0,28.0,38.0,59.0,21.0,32.0,29.0,29.0,53.0,78.0,61.0,99.0,86.0,73.0,92.0,80.0,59.0,53.0,50.0,54.0,45.0,29.0,28.0,52.0,41.0,67.0,31.0,29.0,49.0,30.0,57.0,57.0,63.0,57.0,57.0,53.0,44.0,41.0,45.0,33.0,45.0,53.0,42.0,51.0,51.0,18.0,25.0,32.0,46.0,53.0,38.0,41.0,16.0,43.0,58.0,59.0,19.0,57.0,25.0,38.0,50.0,69.0,89.0,49.0,92.0,94.0,51.0,76.0,58.0,45.0,60.0,83.0,88.0,76.0,56.0,41.0,59.0,28.0,42.0,37.0,52.0,51.0,62.0,77.0,54.0,57.0,20.0,42.0,62.0,48.0,65.0,29.0,26.0,45.0,63.0,62.0,46.0,63.0,37.0,52.0,32.0,29.0,36.0,57.0,45.0,28.0,34.0,35.0,40.0,43.0,34.0,43.0,49.0,42.0,89.0,80.0,55.0,75.0,75.0,36.0,68.0,59.0,56.0,60.0,70.0,48.0,53.0,56.0,57.0,46.0,47.0,36.0,31.0,47.0,49.0,41.0,49.0,16.0,41.0,38.0,71.0,33.0,39.0,53.0,55.0,47.0,49.0,42.0,33.0,30.0,33.0,44.0,41.0,41.0,35.0,36.0,52.0,61.0,27.0,64.0,80.0,45.0,76.0,44.0,38.0,48.0,58.0,60.0,76.0,73.0,60.0,65.0,39.0,41.0,51.0,56.0,76.0,51.0,56.0,43.0,80.0,71.0,45.0,46.0,65.0,53.0,40.0,39.0,58.0,63.0,41.0,42.0,42.0,75.0,52.0,85.0,58.0,61.0,60.0,35.0,38.0,46.0,22.0,79.0,54.0,33.0,51.0,30.0,54.0,54.0,21.0,65.0,43.0,61.0,48.0",
high protein fast food,"24,18,39,30,30,19,22,31,33,0,28,21,0,29,0,28,26,20,23,0,21,19,17,21,23,17,23,0,20,0,24,23,26,31,27,22,18,19,23,29,21,28,0,23,0,0,20,0,17,0,23,24,25,30,26,34,26,29,21,27,33,29,27,22,19,19,25,21,0,23,26,26,34,0,20,21,0,16,0,18,40,19,0,18,21,0,19,17,30,0,26,18,21,30,23,31,34,0,21,21,43,35,23,21,21,21,32,29,33,34,32,29,29,22,32,35,17,29,0,26,40,37,40,29,19,20,34,0,17,19,17,30,20,0,20,21,32,31,31,29,32,32,30,33,36,39,52,42,49,47,40,52,44,38,45,35,52,41,32,54,26,39,41,40,35,58,61,51,39,35,43,34,42,38,49,44,43,48,51,37,45,34,34,52,39,41,26,24,52,51,64,47,60,72,53,91,52,64,65,86,91,84,60,75,69,76,67,51,66,66,72,66,70,83,60,69,70,60,55,62,88,63,63,58,65,66,51,78,62,69,71,63,72,74,54,66,65,47,59,52,52,65,64,82,100,77,88,84,85,86,88,89,85,76,85,85,81,71,86,92",
amaco glaze,"42,0,27,34,0,42,28,0,27,0,0,27,0,27,0,26,34,22,57,29,28,46,41,52,43,31,36,40,46,38,0,0,42,29,32,53,43,51,63,47,44,46,0,0,0,0,25,0,22,30,0,20,33,27,0,28,23,0,23,41,24,0,46,31,31,40,45,42,37,26,27,33,21,0,40,37,28,28,26,52,41,37,29,30,32,37,32,41,35,51,22,25,32,47,22,33,36,38,35,0,33,35,33,41,33,32,0,31,35,21,22,36,26,28,41,23,37,34,23,28,0,26,28,38,55,47,45,40,53,47,29,60,60,42,31,39,0,40,33,50,39,55,41,38,56,38,52,42,32,54,42,54,59,63,63,64,40,24,34,37,42,20,32,51,38,30,43,32,25,44,40,36,37,50,56,42,58,49,47,54,26,64,51,50,60,52,50,39,46,49,66,55,43,59,42,62,68,62,59,65,76,50,60,55,69,70,65,62,60,42,50,49,40,41,29,35,39,59,45,33,55,29,50,34,49,34,61,58,63,75,80,63,69,67,61,89,73,87,57,36,49,44,53,66,73,71,88,84,72,72,70,99,67,92,71,89,85,100,84,79",
fioriture,"43.0,55.0,17.0,63.0,57.0,37.0,57.0,48.0,36.0,48.0,60.0,28.0,52.0,44.0,30.0,39.0,67.0,58.0,32.0,63.0,51.0,44.0,34.0,46.0,46.0,29.0,66.0,45.0,61.0,33.0,91.0,43.0,69.0,58.0,84.0,58.0,54.0,30.0,58.0,67.0,51.0,72.0,38.0,51.0,39.0,30.0,50.0,84.0,90.0,31.0,41.0,23.0,28.0,41.0,35.0,39.0,39.0,30.0,32.0,38.0,43.0,17.0,38.0,72.0,33.0,25.0,49.0,40.0,63.0,36.0,47.0,22.0,21.0,36.0,31.0,51.0,41.0,23.0,42.0,47.0,19.0,52.0,49.0,50.0,73.0,54.0,72.0,47.0,65.0,39.0,39.0,45.0,33.0,38.0,40.0,45.0,32.0,25.0,51.0,38.0,76.0,74.0,28.0,52.0,41.0,100.0,52.0,48.0,51.0,31.0,35.0,27.0,35.0,47.0,42.0,42.0,46.0,60.0,45.0,38.0,23.0,45.0,40.0,46.0,55.0,19.0,51.0,43.0,40.0,26.0,29.0,33.0,25.0,43.0,69.0,80.0,83.0,45.0,40.0,66.0,69.0,44.0,63.0,29.0,60.0,37.0,41.0,36.0,51.0,55.0,26.0,44.0,15.0,26.0,29.0,32.0,44.0,49.0,44.0,43.0,21.0,53.0,36.0,29.0,25.0,59.0,50.0,29.0,25.0,25.0,36.0,25.0,36.0,36.0,33.0,30.0,35.0,51.0,36.0,38.0,25.0,24.0,49.0,45.0,38.0,64.0,67.0,54.0,75.0,39.0,85.0,45.0,62.0,50.0,85.0,37.0,39.0,32.0,49.0,31.0,53.0,39.0,50.0,32.0,32.0,48.0,40.0,44.0,25.0,35.0,66.0,58.0,57.0,64.0,33.0,67.0,34.0,20.0,26.0,40.0,54.0,36.0,36.0,26.0,30.0,20.0,34.0,38.0,31.0,29.0,34.0,48.0,25.0,63.0,28.0,56.0,39.0,30.0,51.0,47.0,49.0,60.0,70.0,63.0,82.0,45.0,85.0,69.0,70.0,79.0,63.0,37.0,56.0,21.0,66.0,52.0,56.0,41.0,25.0,37.0",
valedictory,"43.0,30.0,22.0,38.0,37.0,29.0,31.0,36.0,72.0,79.0,41.0,35.0,25.0,51.0,63.0,36.0,35.0,29.0,25.0,16.0,21.0,40.0,46.0,39.0,35.0,26.0,41.0,61.0,64.0,75.0,100.0,83.0,64.0,34.0,26.0,34.0,38.0,51.0,35.0,47.0,34.0,47.0,55.0,38.0,64.0,51.0,33.0,44.0,18.0,65.0,31.0,28.0,32.0,18.0,31.0,29.0,33.0,51.0,51.0,63.0,73.0,96.0,42.0,33.0,55.0,75.0,37.0,37.0,37.0,52.0,23.0,29.0,52.0,97.0,24.0,33.0,26.0,48.0,44.0,49.0,40.0,62.0,63.0,85.0,76.0,48.0,27.0,30.0,32.0,27.0,47.0,52.0,52.0,63.0,48.0,50.0,55.0,35.0,44.0,36.0,37.0,45.0,34.0,45.0,44.0,31.0,41.0,46.0,37.0,40.0,28.0,34.0,58.0,63.0,67.0,28.0,34.0,42.0,35.0,45.0,33.0,39.0,36.0,21.0,36.0,37.0,24.0,44.0,48.0,34.0,43.0,63.0,60.0,54.0,64.0,56.0,68.0,43.0,43.0,38.0,41.0,36.0,39.0,49.0,43.0,52.0,60.0,55.0,39.0,36.0,43.0,43.0,35.0,42.0,35.0,41.0,44.0,24.0,31.0,51.0,46.0,36.0,47.0,53.0,78.0,69.0,69.0,36.0,25.0,67.0,61.0,47.0,46.0,54.0,41.0,26.0,55.0,51.0,37.0,40.0,49.0,42.0,57.0,59.0,58.0,49.0,71.0,71.0,77.0,51.0,36.0,38.0,47.0,49.0,36.0,37.0,59.0,55.0,60.0,57.0,47.0,51.0,33.0,40.0,56.0,53.0,49.0,50.0,47.0,44.0,38.0,42.0,36.0,63.0,50.0,45.0,91.0,69.0,66.0,46.0,49.0,38.0,53.0,46.0,34.0,27.0,42.0,33.0,34.0,35.0,47.0,46.0,56.0,59.0,58.0,46.0,43.0,47.0,40.0,30.0,17.0,20.0,21.0,15.0,22.0,19.0,30.0,39.0,29.0,34.0,37.0,39.0,28.0,34.0,35.0,26.0,23.0,26.0,36.0,40.0",
shoo fly,"43.0,40.0,66.0,50.0,49.0,53.0,32.0,40.0,46.0,44.0,25.0,43.0,45.0,42.0,100.0,51.0,35.0,31.0,42.0,25.0,34.0,31.0,44.0,42.0,30.0,28.0,28.0,33.0,43.0,38.0,34.0,41.0,31.0,38.0,33.0,43.0,42.0,25.0,54.0,40.0,35.0,39.0,37.0,55.0,45.0,54.0,59.0,46.0,45.0,43.0,100.0,58.0,38.0,47.0,49.0,51.0,53.0,41.0,52.0,51.0,46.0,55.0,42.0,44.0,50.0,57.0,91.0,35.0,43.0,39.0,43.0,37.0,31.0,41.0,28.0,42.0,37.0,27.0,34.0,23.0,30.0,34.0,50.0,37.0,39.0,40.0,33.0,36.0,32.0,44.0,37.0,58.0,61.0,49.0,61.0,51.0,64.0,61.0,82.0,63.0,56.0,45.0,44.0,59.0,42.0,55.0,39.0,50.0,35.0,35.0,48.0,47.0,49.0,42.0,27.0,47.0,35.0,53.0,85.0,50.0,46.0,30.0,45.0,40.0,48.0,29.0,38.0,41.0,32.0,38.0,15.0,32.0,34.0,38.0,48.0,43.0,44.0,34.0,39.0,37.0,36.0,35.0,46.0,48.0,51.0,56.0,56.0,61.0,63.0,59.0,52.0,56.0,60.0,60.0,60.0,50.0,37.0,59.0,44.0,55.0,52.0,46.0,54.0,55.0,63.0,37.0,51.0,42.0,41.0,54.0,89.0,34.0,47.0,43.0,59.0,49.0,35.0,24.0,48.0,47.0,29.0,36.0,39.0,50.0,35.0,34.0,32.0,53.0,37.0,46.0,43.0,40.0,44.0,52.0,40.0,52.0,44.0,53.0,58.0,60.0,59.0,78.0,70.0,46.0,58.0,64.0,50.0,40.0,58.0,49.0,56.0,51.0,56.0,44.0,46.0,49.0,39.0,61.0,51.0,52.0,36.0,38.0,57.0,85.0,43.0,47.0,31.0,40.0,31.0,22.0,36.0,26.0,26.0,24.0,25.0,26.0,25.0,25.0,21.0,16.0,20.0,20.0,33.0,27.0,31.0,39.0,34.0,35.0,39.0,48.0,50.0,42.0,39.0,51.0,71.0,50.0,49.0,31.0,49.0,49.0",
sholes,"38.0,38.0,45.0,32.0,45.0,49.0,34.0,50.0,38.0,45.0,27.0,40.0,34.0,57.0,26.0,38.0,37.0,49.0,29.0,22.0,33.0,37.0,31.0,45.0,35.0,35.0,36.0,53.0,41.0,26.0,30.0,30.0,26.0,29.0,24.0,28.0,29.0,22.0,32.0,28.0,33.0,19.0,37.0,33.0,33.0,34.0,20.0,18.0,22.0,26.0,22.0,23.0,28.0,31.0,31.0,43.0,47.0,44.0,48.0,51.0,39.0,38.0,39.0,39.0,29.0,31.0,24.0,37.0,41.0,44.0,25.0,28.0,49.0,36.0,33.0,27.0,41.0,31.0,38.0,39.0,36.0,23.0,36.0,24.0,34.0,34.0,23.0,40.0,43.0,29.0,30.0,31.0,28.0,20.0,29.0,27.0,29.0,30.0,26.0,31.0,20.0,20.0,24.0,30.0,22.0,31.0,30.0,29.0,44.0,44.0,32.0,41.0,35.0,35.0,42.0,43.0,31.0,48.0,26.0,36.0,34.0,32.0,28.0,17.0,25.0,39.0,29.0,37.0,40.0,40.0,35.0,29.0,41.0,29.0,29.0,28.0,22.0,29.0,30.0,27.0,27.0,18.0,26.0,28.0,29.0,28.0,32.0,30.0,29.0,26.0,29.0,19.0,27.0,24.0,26.0,24.0,33.0,23.0,100.0,36.0,43.0,41.0,43.0,33.0,36.0,32.0,36.0,36.0,27.0,32.0,26.0,31.0,34.0,24.0,25.0,15.0,16.0,22.0,35.0,24.0,36.0,35.0,37.0,35.0,17.0,23.0,27.0,31.0,26.0,26.0,30.0,24.0,24.0,29.0,15.0,97.0,23.0,30.0,18.0,20.0,18.0,28.0,17.0,24.0,26.0,38.0,52.0,56.0,48.0,49.0,70.0,44.0,62.0,51.0,55.0,54.0,46.0,36.0,42.0,38.0,42.0,37.0,50.0,36.0,36.0,32.0,37.0,24.0,28.0,29.0,36.0,39.0,41.0,31.0,38.0,39.0,27.0,36.0,36.0,21.0,30.0,19.0,26.0,30.0,29.0,40.0,32.0,23.0,23.0,37.0,24.0,50.0,23.0,33.0,23.0,19.0,20.0,22.0,25.0,25.0",
saxon,"26.0,25.0,27.0,28.0,29.0,30.0,30.0,27.0,29.0,30.0,26.0,29.0,27.0,26.0,23.0,26.0,25.0,23.0,20.0,22.0,26.0,26.0,26.0,25.0,24.0,24.0,25.0,26.0,23.0,26.0,24.0,24.0,21.0,23.0,25.0,25.0,24.0,22.0,24.0,24.0,21.0,21.0,22.0,22.0,20.0,21.0,21.0,21.0,22.0,22.0,24.0,21.0,20.0,24.0,24.0,27.0,27.0,27.0,26.0,26.0,25.0,24.0,24.0,25.0,25.0,25.0,22.0,22.0,22.0,21.0,19.0,18.0,24.0,26.0,26.0,23.0,25.0,25.0,23.0,24.0,24.0,25.0,23.0,24.0,23.0,23.0,22.0,23.0,24.0,24.0,25.0,21.0,22.0,21.0,22.0,22.0,21.0,21.0,21.0,21.0,21.0,22.0,21.0,22.0,23.0,21.0,24.0,26.0,26.0,27.0,28.0,26.0,25.0,25.0,25.0,25.0,24.0,23.0,20.0,23.0,21.0,20.0,20.0,20.0,22.0,26.0,25.0,26.0,25.0,23.0,23.0,23.0,22.0,22.0,23.0,23.0,21.0,21.0,22.0,22.0,23.0,23.0,24.0,22.0,21.0,21.0,22.0,20.0,20.0,19.0,19.0,20.0,20.0,20.0,19.0,20.0,21.0,23.0,24.0,24.0,27.0,27.0,27.0,25.0,24.0,24.0,22.0,24.0,20.0,23.0,21.0,24.0,23.0,22.0,20.0,17.0,19.0,23.0,26.0,23.0,22.0,23.0,22.0,21.0,22.0,22.0,21.0,20.0,21.0,19.0,18.0,19.0,21.0,21.0,22.0,20.0,20.0,19.0,21.0,20.0,19.0,19.0,19.0,18.0,20.0,18.0,18.0,21.0,21.0,22.0,23.0,22.0,24.0,24.0,25.0,24.0,23.0,23.0,23.0,22.0,23.0,22.0,23.0,20.0,20.0,20.0,18.0,16.0,18.0,21.0,23.0,21.0,22.0,20.0,21.0,20.0,21.0,22.0,20.0,18.0,18.0,19.0,19.0,18.0,21.0,30.0,27.0,24.0,23.0,21.0,20.0,20.0,21.0,21.0,21.0,19.0,21.0,22.0,100.0,23.0",
